timestamp,value
2019-11-10 12:26:53,60.7396398944193
2019-11-09 11:56:00,62.99927884615384
2019-11-09 01:44:15,62.152746040723976
2019-11-08 12:01:32,62.8606919306184
2019-11-07 12:29:19,63.04919117647061
2019-11-07 10:01:29,65.97947209653093
2019-11-06 05:11:39,59.69872077677224
2019-11-04 18:04:53,55.52277997737557
2019-11-04 12:42:54,61.091234917043764
2019-11-03 17:19:58,64.4238838612368
2019-11-03 08:43:08,62.64157522624433
2019-11-02 04:47:05,61.32324283559577
2019-11-01 19:20:09,63.493015648567116
2019-11-01 19:15:45,60.362660256410244
2019-10-25 01:18:57,62.830552413273004
2019-10-24 14:15:21,62.00555052790346
2019-10-24 02:05:24,60.75930901206637
2019-10-23 15:48:32,61.58838329562593
2019-10-23 02:37:44,62.21128676470589
2019-10-22 16:10:27,50.449181749622916
2019-10-21 06:57:35,61.82438254147814
2019-10-21 02:43:56,66.54839083710408
2019-10-21 02:34:04,58.36414309954751
2019-10-21 02:34:04,58.36414309954751
2019-10-20 17:32:43,61.78299868024133
2019-10-20 11:14:17,58.79175999245852
2019-10-18 01:43:03,57.99820607088989
2019-10-17 15:01:51,61.0691713800905
2019-10-17 12:28:26,57.04067401960784
